City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
191,Port Blair,IN,11.6667,92.75,80.76,84,100,16.84,overcast clouds
192,Ankpa,NG,7.3706,7.6253,71.44,98,85,4.05,overcast clouds
193,Ingham,US,42.6,-84.3833,77.16,78,1,8.05,clear sky
194,Yulara,AU,-25.2406,130.9889,55.24,71,90,11.5,overcast clouds
195,Stephenville,US,32.2207,-98.2023,89.94,51,1,14.97,clear sky
196,Pilar,BR,-9.5972,-35.9567,76.93,85,100,6.35,overcast clouds
197,Methoni,GR,36.8197,21.7049,65.21,77,31,6.87,scattered clouds
198,Kamsack,CA,51.5667,-101.9009,68.45,37,1,5.01,clear sky
199,Amuntai,ID,-2.4177,115.2494,74.46,96,97,1.43,overcast clouds
200,Pochutla,MX,15.7432,-96.4661,86.85,71,57,7.34,broken clouds
201,Carnarvon,AU,-24.8667,113.6333,62.67,77,0,14.97,clear sky
202,Chichimila,MX,20.6167,-88.2167,83.16,71,97,3.69,overcast clouds
203,Vao,NC,-22.6667,167.4833,70.29,63,5,13.53,clear sky
204,Eureka,US,40.8021,-124.1637,61.93,70,53,8.99,broken clouds
205,Bambanglipuro,ID,-7.95,110.2833,76.86,82,93,7.14,overcast clouds
206,Inirida,CO,3.8653,-67.9239,77.29,90,91,1.61,moderate rain
207,Kaitangata,NZ,-46.2817,169.8464,54.09,73,100,4.61,light rain
208,Pyaozerskiy,RU,65.8333,31.1667,50.76,95,100,9.51,overcast clouds
209,Mahebourg,MU,-20.4081,57.7,72.25,100,75,11.5,light rain
210,Blagoyevo,RU,63.3667,47.9167,47.68,95,100,10.33,light rain
211,Namibe,AO,-15.1961,12.1522,68.27,88,72,2.8,broken clouds
212,Marawi,PH,7.9986,124.2928,69.66,86,91,8.16,overcast clouds
213,Nampula,MZ,-15.1165,39.2666,73.35,73,0,4.61,clear sky
214,Sokoto,NG,13.0609,5.239,83.1,28,100,5.17,overcast clouds
215,Phetchabun,TH,16.25,101.0833,75.47,97,100,2.28,overcast clouds
216,Niquelandia,BR,-14.4739,-48.4597,81.72,49,67,1.63,broken clouds
217,Karpathos,GR,35.507,27.2132,67.96,88,0,1.14,clear sky
218,Miles City,US,46.4083,-105.8406,72.52,34,1,14.97,clear sky
219,Daru,PG,-9.0763,143.2092,79.63,79,100,8.43,overcast clouds
220,Araguaina,BR,-7.1911,-48.2072,88.25,38,86,5.01,overcast clouds
221,Trairi,BR,-3.2778,-39.2689,79.43,73,5,12.06,clear sky
222,Havelock,US,34.8791,-76.9013,75.2,87,90,4.0,overcast clouds
223,Clarksburg,US,39.2807,-80.3445,79.25,47,1,0.0,clear sky
224,Novosergiyevka,RU,52.0934,53.6528,46.6,70,100,3.49,overcast clouds
225,Wagga Wagga,AU,-35.1167,147.3667,51.6,87,94,3.44,overcast clouds
226,Olafsvik,IS,64.8945,-23.7142,40.26,60,18,1.14,few clouds
227,Kavieng,PG,-2.5744,150.7967,83.46,71,58,7.09,broken clouds
228,Alofi,NU,-19.0595,-169.9187,80.49,74,100,2.3,overcast clouds
229,Skibbereen,IE,51.55,-9.2667,51.6,87,29,5.66,scattered clouds
230,Egvekinot,RU,66.3167,-179.1667,20.53,84,95,6.6,overcast clouds
231,Sayyan,YE,15.1718,44.3244,60.17,40,78,9.89,broken clouds
232,Ribeira Grande,PT,38.5167,-28.7,69.51,91,100,26.53,overcast clouds
233,Rantepao,ID,-2.9701,119.8978,69.37,95,100,1.5,light rain
234,Pouembout,NC,-21.1333,164.9,80.24,45,7,5.41,clear sky
235,Save,BJ,8.0425,2.486,74.84,93,95,5.35,overcast clouds
236,Asau,RO,46.4333,26.4,40.75,47,45,2.13,light snow
237,Nacozari,MX,25.3366,-108.2574,96.12,51,5,11.83,clear sky
238,Villazon,BO,-22.0866,-65.5942,63.79,6,4,17.85,clear sky
239,Catamarca,AR,-28.4696,-65.7852,67.32,63,61,7.2,broken clouds
240,Chicama,PE,-7.8447,-79.1469,59.54,78,32,8.43,scattered clouds
241,Buala,SB,-8.145,159.5921,84.6,72,82,5.95,broken clouds
242,Upernavik,GL,72.7868,-56.1549,33.13,98,100,10.76,snow
243,Bilma,NE,18.6853,12.9164,83.48,10,31,7.05,scattered clouds
244,Paamiut,GL,61.994,-49.6678,36.7,62,100,8.9,overcast clouds
245,Adrar,MR,20.5022,-10.0711,85.55,13,89,4.03,overcast clouds
246,Vila Velha,BR,-20.3297,-40.2925,67.95,100,90,5.75,mist
247,Cervo,ES,43.6702,-7.4101,61.97,85,10,18.66,clear sky
248,Lagos,NG,6.5833,3.75,80.92,95,100,3.74,light rain
249,Pevek,RU,69.7008,170.3133,23.43,91,100,6.2,overcast clouds
250,Saltillo,MX,25.4167,-101.0,92.62,24,40,0.0,scattered clouds
251,Kavaratti,IN,10.5669,72.642,82.18,81,99,15.08,overcast clouds
252,Mayo,US,38.8876,-76.5119,71.19,87,90,10.0,overcast clouds
253,Margate,GB,51.3813,1.3862,54.7,86,65,10.0,broken clouds
254,Hithadhoo,MV,-0.6,73.0833,82.62,68,99,14.43,overcast clouds
255,Beloha,MG,-25.1667,45.05,67.75,84,43,12.15,light rain
256,Aviles,ES,43.5547,-5.9248,56.59,94,0,3.44,clear sky
257,Batagay,RU,67.6333,134.6333,30.69,79,100,5.82,overcast clouds
258,Saldanha,ZA,-33.0117,17.9442,57.25,51,86,9.06,overcast clouds
259,Bumba,CD,2.1833,22.4667,71.83,94,99,2.53,overcast clouds
260,Maribo,DK,54.7766,11.5002,50.86,82,77,11.45,broken clouds
261,Nadapuram,IN,11.7,75.6667,75.49,95,69,2.17,broken clouds
262,Rio Gallegos,AR,-51.6226,-69.2181,50.05,62,0,14.97,clear sky
263,Dzhankoy,UA,45.7167,34.4,52.02,87,33,4.99,scattered clouds
264,Krasnoselkup,RU,65.7,82.4667,25.23,82,54,11.92,broken clouds
265,Canutama,BR,-6.5339,-64.3831,84.09,56,56,2.64,broken clouds
266,Barreiros,BR,-8.8183,-35.1864,75.18,84,63,6.33,broken clouds
267,Quatre Cocos,MU,-20.2078,57.7625,72.09,93,98,7.74,moderate rain
268,Faya,SA,18.3851,42.4509,64.51,30,32,9.6,scattered clouds
269,Jasper,US,37.2001,-94.3502,82.83,55,40,3.0,scattered clouds
270,Sao Filipe,CV,14.8961,-24.4956,80.89,71,0,3.58,clear sky
271,Ubauro,PK,28.1652,69.7289,79.09,15,0,9.57,clear sky
272,Victoria,HK,22.2855,114.1577,82.33,83,92,5.01,overcast clouds
273,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,17.27,scattered clouds
274,Aljezur,PT,37.3191,-8.8033,66.15,79,98,4.76,overcast clouds
275,Hamilton,US,39.1834,-84.5333,81.79,70,1,1.01,clear sky
276,Urucara,BR,-2.5364,-57.76,84.92,56,99,1.59,overcast clouds
277,Janakpur,NP,26.7183,85.9065,75.43,81,0,2.06,clear sky
278,Jishou,CN,28.3167,109.7167,55.35,85,100,5.26,overcast clouds
279,Khatanga,RU,71.9667,102.5,16.29,96,100,5.32,light snow
280,Saint George,US,37.1041,-113.5841,75.67,28,1,5.01,clear sky
281,Mujiayingzi,CN,42.1167,118.7833,39.7,47,0,6.33,clear sky
282,Umm Kaddadah,SD,13.6017,26.6876,91.24,18,89,10.49,overcast clouds
283,Sao Sebastiao,BR,-23.76,-45.4097,68.13,96,100,10.13,overcast clouds
284,Englehart,CA,47.8169,-79.8664,64.42,94,90,9.22,overcast clouds
285,Mushie,CD,-3.0167,16.9,73.87,96,90,1.39,moderate rain
286,Gimbi,ET,9.1667,35.8333,55.96,96,100,2.08,light rain
287,Nizwa,OM,22.9333,57.5333,82.33,41,1,0.69,clear sky
288,Geraldton,AU,-28.7667,114.6,50.41,87,61,9.22,broken clouds
289,Tondano,ID,1.3038,124.9112,69.89,80,91,2.73,overcast clouds
290,Sur,OM,22.5667,59.5289,81.77,56,0,7.65,clear sky
291,Tha Chang,TH,9.2642,99.1922,81.21,89,20,0.0,few clouds
292,Le Mars,US,42.7942,-96.1656,66.04,45,1,12.66,clear sky
293,Imeni Vorovskogo,RU,55.7233,38.3414,43.29,74,17,4.54,few clouds
294,Swinoujscie,PL,53.9105,14.2471,48.49,59,77,15.21,broken clouds
295,Segou,ML,13.4317,-6.2157,86.41,31,39,8.86,scattered clouds
296,Kletskaya,RU,49.3145,43.0584,45.9,56,61,4.74,broken clouds
297,Urumqi,CN,43.801,87.6005,38.35,65,0,2.24,clear sky
298,Hasaki,JP,35.7333,140.8333,72.28,68,40,13.27,scattered clouds
299,Sakakah,SA,29.9697,40.2064,81.97,18,2,7.2,clear sky
300,Buncrana,IE,55.1333,-7.45,49.75,85,100,6.96,overcast clouds
301,Ihosy,MG,-22.4,46.1167,67.96,70,78,4.23,broken clouds
302,Boyolangu,ID,-8.1181,111.8935,75.63,84,97,6.26,overcast clouds
303,Anadyr,RU,64.75,177.4833,23.5,92,90,5.99,light snow
304,Chekhov,RU,55.1431,37.4711,42.94,78,17,4.21,few clouds
